,counter,src_svc,dst_svc,src_cid,dst_cid,flow,weight,total
2,15,b,c,us-east-1,us-west-1,-1,1.0,-1
3,15,a,b,us-east-1,us-east-1,-1,1.0,-1
4,15,b,c,us-west-1,us-west-1,-1,1.0,-1
5,15,a,b,us-west-1,us-west-1,-1,1.0,-1
0,16,frontend,a,us-east-1,us-east-1,648,0.8663101604278075,748
1,16,frontend,a,us-east-1,us-west-1,100,0.13368983957219252,748
2,16,frontend,a,us-west-1,us-west-1,547,1.0,547
3,16,b,c,us-east-1,us-west-1,-1,1.0,-1
4,16,a,b,us-east-1,us-east-1,-1,1.0,-1
5,16,b,c,us-west-1,us-west-1,-1,1.0,-1
6,16,a,b,us-west-1,us-west-1,-1,1.0,-1
0,17,frontend,a,us-east-1,us-east-1,675,1.0,675
1,17,frontend,a,us-west-1,us-west-1,697,0.980309423347398,711
2,17,frontend,a,us-west-1,us-east-1,14,0.01969057665260197,711
3,17,b,c,us-east-1,us-west-1,-1,1.0,-1
4,17,a,b,us-east-1,us-east-1,-1,1.0,-1
5,17,b,c,us-west-1,us-west-1,-1,1.0,-1
6,17,a,b,us-west-1,us-west-1,-1,1.0,-1
0,19,frontend,a,us-east-1,us-east-1,674,1.0,674
1,19,frontend,a,us-west-1,us-west-1,697,1.0,697
2,19,b,c,us-east-1,us-west-1,-1,1.0,-1
3,19,a,b,us-east-1,us-east-1,-1,1.0,-1
4,19,b,c,us-west-1,us-west-1,-1,1.0,-1
5,19,a,b,us-west-1,us-west-1,-1,1.0,-1
0,20,frontend,a,us-east-1,us-east-1,660,0.8955223880597015,737
1,20,frontend,a,us-east-1,us-west-1,77,0.1044776119402985,737
2,20,frontend,a,us-west-1,us-west-1,578,1.0,578
3,20,b,c,us-east-1,us-west-1,-1,1.0,-1
4,20,a,b,us-east-1,us-east-1,-1,1.0,-1
5,20,b,c,us-west-1,us-west-1,-1,1.0,-1
6,20,a,b,us-west-1,us-west-1,-1,1.0,-1
0,21,frontend,a,us-east-1,us-east-1,653,1.0,653
1,21,frontend,a,us-west-1,us-west-1,649,1.0,649
2,21,b,c,us-east-1,us-west-1,-1,1.0,-1
3,21,a,b,us-east-1,us-east-1,-1,1.0,-1
4,21,b,c,us-west-1,us-west-1,-1,1.0,-1
5,21,a,b,us-west-1,us-west-1,-1,1.0,-1
0,22,frontend,a,us-east-1,us-east-1,675,1.0,675
1,22,frontend,a,us-west-1,us-west-1,700,1.0,700
2,22,b,c,us-east-1,us-west-1,-1,1.0,-1
3,22,a,b,us-east-1,us-east-1,-1,1.0,-1
4,22,b,c,us-west-1,us-west-1,-1,1.0,-1
5,22,a,b,us-west-1,us-west-1,-1,1.0,-1
0,24,frontend,a,us-east-1,us-east-1,600,1.0,600
1,24,frontend,a,us-west-1,us-west-1,632,0.9828926905132193,643
2,24,frontend,a,us-west-1,us-east-1,11,0.017107309486780714,643
3,24,b,c,us-east-1,us-west-1,-1,1.0,-1
4,24,a,b,us-east-1,us-east-1,-1,1.0,-1
5,24,b,c,us-west-1,us-west-1,-1,1.0,-1
6,24,a,b,us-west-1,us-west-1,-1,1.0,-1
0,26,frontend,a,us-east-1,us-east-1,558,1.0,558
1,26,frontend,a,us-west-1,us-west-1,600,0.9508716323296355,631
2,26,frontend,a,us-west-1,us-east-1,31,0.0491283676703645,631
3,26,b,c,us-east-1,us-west-1,-1,1.0,-1
4,26,a,b,us-east-1,us-east-1,-1,1.0,-1
5,26,b,c,us-west-1,us-west-1,-1,1.0,-1
6,26,a,b,us-west-1,us-west-1,-1,1.0,-1
0,27,frontend,a,us-east-1,us-east-1,576,1.0,576
1,27,frontend,a,us-west-1,us-west-1,600,0.9693053311793215,619
2,27,frontend,a,us-west-1,us-east-1,19,0.030694668820678513,619
3,27,b,c,us-east-1,us-west-1,-1,1.0,-1
4,27,a,b,us-east-1,us-east-1,-1,1.0,-1
5,27,b,c,us-west-1,us-west-1,-1,1.0,-1
6,27,a,b,us-west-1,us-west-1,-1,1.0,-1
0,28,frontend,a,us-east-1,us-east-1,600,0.9966777408637874,602
1,28,frontend,a,us-east-1,us-west-1,2,0.0033222591362126247,602
2,28,frontend,a,us-west-1,us-west-1,589,1.0,589
3,28,b,c,us-east-1,us-west-1,-1,1.0,-1
4,28,a,b,us-east-1,us-east-1,-1,1.0,-1
5,28,b,c,us-west-1,us-west-1,-1,1.0,-1
6,28,a,b,us-west-1,us-west-1,-1,1.0,-1
0,29,frontend,a,us-east-1,us-east-1,595,1.0,595
1,29,frontend,a,us-west-1,us-west-1,586,1.0,586
2,29,b,c,us-east-1,us-west-1,-1,1.0,-1
3,29,a,b,us-east-1,us-east-1,-1,1.0,-1
4,29,b,c,us-west-1,us-west-1,-1,1.0,-1
5,29,a,b,us-west-1,us-west-1,-1,1.0,-1
0,30,frontend,a,us-east-1,us-east-1,603,1.0,603
1,30,frontend,a,us-west-1,us-west-1,594,1.0,594
2,30,b,c,us-east-1,us-west-1,-1,1.0,-1
3,30,a,b,us-east-1,us-east-1,-1,1.0,-1
4,30,b,c,us-west-1,us-west-1,-1,1.0,-1
5,30,a,b,us-west-1,us-west-1,-1,1.0,-1
0,31,frontend,a,us-east-1,us-east-1,592,1.0,592
1,31,frontend,a,us-west-1,us-west-1,529,1.0,529
2,31,b,c,us-east-1,us-west-1,-1,1.0,-1
3,31,a,b,us-east-1,us-east-1,-1,1.0,-1
4,31,b,c,us-west-1,us-west-1,-1,1.0,-1
5,31,a,b,us-west-1,us-west-1,-1,1.0,-1
0,32,frontend,a,us-east-1,us-east-1,582,1.0,582
1,32,frontend,a,us-west-1,us-west-1,559,1.0,559
2,32,b,c,us-east-1,us-west-1,-1,1.0,-1
3,32,a,b,us-east-1,us-east-1,-1,1.0,-1
4,32,b,c,us-west-1,us-west-1,-1,1.0,-1
5,32,a,b,us-west-1,us-west-1,-1,1.0,-1
0,33,frontend,a,us-east-1,us-east-1,509,1.0,509
1,33,frontend,a,us-west-1,us-west-1,600,0.9693053311793215,619
2,33,frontend,a,us-west-1,us-east-1,19,0.030694668820678513,619
3,33,b,c,us-east-1,us-west-1,-1,1.0,-1
4,33,a,b,us-east-1,us-east-1,-1,1.0,-1
5,33,b,c,us-west-1,us-west-1,-1,1.0,-1
6,33,a,b,us-west-1,us-west-1,-1,1.0,-1
0,34,frontend,a,us-east-1,us-east-1,567,1.0,567
1,34,frontend,a,us-west-1,us-west-1,600,0.975609756097561,615
2,34,frontend,a,us-west-1,us-east-1,15,0.024390243902439025,615
3,34,b,c,us-east-1,us-west-1,-1,1.0,-1
4,34,a,b,us-east-1,us-east-1,-1,1.0,-1
5,34,b,c,us-west-1,us-west-1,-1,1.0,-1
6,34,a,b,us-west-1,us-west-1,-1,1.0,-1
0,36,frontend,a,us-east-1,us-east-1,594,1.0,594
1,36,frontend,a,us-west-1,us-west-1,600,0.9983361064891847,601
2,36,frontend,a,us-west-1,us-east-1,1,0.0016638935108153079,601
3,36,b,c,us-east-1,us-west-1,-1,1.0,-1
4,36,a,b,us-east-1,us-east-1,-1,1.0,-1
5,36,b,c,us-west-1,us-west-1,-1,1.0,-1
6,36,a,b,us-west-1,us-west-1,-1,1.0,-1
0,38,frontend,a,us-east-1,us-east-1,596,1.0,596
1,38,frontend,a,us-west-1,us-west-1,495,1.0,495
2,38,b,c,us-east-1,us-west-1,-1,1.0,-1
3,38,a,b,us-east-1,us-east-1,-1,1.0,-1
4,38,b,c,us-west-1,us-west-1,-1,1.0,-1
5,38,a,b,us-west-1,us-west-1,-1,1.0,-1
0,39,frontend,a,us-east-1,us-east-1,600,0.970873786407767,618
1,39,frontend,a,us-east-1,us-west-1,18,0.02912621359223301,618
2,39,frontend,a,us-west-1,us-west-1,538,1.0,538
3,39,b,c,us-east-1,us-west-1,-1,1.0,-1
4,39,a,b,us-east-1,us-east-1,-1,1.0,-1
5,39,b,c,us-west-1,us-west-1,-1,1.0,-1
6,39,a,b,us-west-1,us-west-1,-1,1.0,-1
0,40,frontend,a,us-east-1,us-east-1,577,1.0,577
1,40,frontend,a,us-west-1,us-west-1,573,1.0,573
2,40,b,c,us-east-1,us-west-1,-1,1.0,-1
3,40,a,b,us-east-1,us-east-1,-1,1.0,-1
4,40,b,c,us-west-1,us-west-1,-1,1.0,-1
5,40,a,b,us-west-1,us-west-1,-1,1.0,-1
0,41,frontend,a,us-east-1,us-east-1,538,1.0,538
1,41,frontend,a,us-west-1,us-west-1,600,1.0,600
2,41,b,c,us-east-1,us-west-1,-1,1.0,-1
3,41,a,b,us-east-1,us-east-1,-1,1.0,-1
4,41,b,c,us-west-1,us-west-1,-1,1.0,-1
5,41,a,b,us-west-1,us-west-1,-1,1.0,-1
0,42,frontend,a,us-east-1,us-east-1,581,1.0,581
1,42,frontend,a,us-west-1,us-west-1,447,1.0,447
2,42,b,c,us-east-1,us-west-1,-1,1.0,-1
3,42,a,b,us-east-1,us-east-1,-1,1.0,-1
4,42,b,c,us-west-1,us-west-1,-1,1.0,-1
5,42,a,b,us-west-1,us-west-1,-1,1.0,-1
0,43,frontend,a,us-east-1,us-east-1,566,1.0,566
1,43,frontend,a,us-west-1,us-west-1,550,1.0,550
2,43,b,c,us-east-1,us-west-1,-1,1.0,-1
3,43,a,b,us-east-1,us-east-1,-1,1.0,-1
4,43,b,c,us-west-1,us-west-1,-1,1.0,-1
5,43,a,b,us-west-1,us-west-1,-1,1.0,-1
0,44,frontend,a,us-east-1,us-east-1,600,0.9771986970684039,614
1,44,frontend,a,us-east-1,us-west-1,14,0.02280130293159609,614
2,44,frontend,a,us-west-1,us-west-1,555,1.0,555
3,44,b,c,us-east-1,us-west-1,-1,1.0,-1
4,44,a,b,us-east-1,us-east-1,-1,1.0,-1
5,44,b,c,us-west-1,us-west-1,-1,1.0,-1
6,44,a,b,us-west-1,us-west-1,-1,1.0,-1
0,45,frontend,a,us-east-1,us-east-1,579,1.0,579
1,45,frontend,a,us-west-1,us-west-1,480,1.0,480
2,45,b,c,us-east-1,us-west-1,-1,1.0,-1
3,45,a,b,us-east-1,us-east-1,-1,1.0,-1
4,45,b,c,us-west-1,us-west-1,-1,1.0,-1
5,45,a,b,us-west-1,us-west-1,-1,1.0,-1
0,46,frontend,a,us-east-1,us-east-1,542,1.0,542
1,46,frontend,a,us-west-1,us-west-1,622,1.0,622
2,46,b,c,us-east-1,us-west-1,-1,1.0,-1
3,46,a,b,us-east-1,us-east-1,-1,1.0,-1
4,46,b,c,us-west-1,us-west-1,-1,1.0,-1
5,46,a,b,us-west-1,us-west-1,-1,1.0,-1
0,47,frontend,a,us-east-1,us-east-1,600,0.9950248756218906,603
1,47,frontend,a,us-east-1,us-west-1,3,0.004975124378109453,603
2,47,frontend,a,us-west-1,us-west-1,495,1.0,495
3,47,b,c,us-east-1,us-west-1,-1,1.0,-1
4,47,a,b,us-east-1,us-east-1,-1,1.0,-1
5,47,b,c,us-west-1,us-west-1,-1,1.0,-1
6,47,a,b,us-west-1,us-west-1,-1,1.0,-1
0,49,frontend,a,us-east-1,us-east-1,582,1.0,582
1,49,frontend,a,us-west-1,us-west-1,534,1.0,534
2,49,b,c,us-east-1,us-west-1,-1,1.0,-1
3,49,a,b,us-east-1,us-east-1,-1,1.0,-1
4,49,b,c,us-west-1,us-west-1,-1,1.0,-1
5,49,a,b,us-west-1,us-west-1,-1,1.0,-1
0,50,frontend,a,us-east-1,us-east-1,600,0.9724473257698542,617
1,50,frontend,a,us-east-1,us-west-1,17,0.027552674230145867,617
2,50,frontend,a,us-west-1,us-west-1,567,1.0,567
3,50,b,c,us-east-1,us-west-1,-1,1.0,-1
4,50,a,b,us-east-1,us-east-1,-1,1.0,-1
5,50,b,c,us-west-1,us-west-1,-1,1.0,-1
6,50,a,b,us-west-1,us-west-1,-1,1.0,-1
0,51,frontend,a,us-east-1,us-east-1,455,1.0,455
1,51,frontend,a,us-west-1,us-west-1,517,1.0,517
2,51,b,c,us-east-1,us-west-1,-1,1.0,-1
3,51,a,b,us-east-1,us-east-1,-1,1.0,-1
4,51,b,c,us-west-1,us-west-1,-1,1.0,-1
5,51,a,b,us-west-1,us-west-1,-1,1.0,-1
0,52,frontend,a,us-east-1,us-east-1,600,0.9646302250803859,622
1,52,frontend,a,us-east-1,us-west-1,22,0.03536977491961415,622
2,52,frontend,a,us-west-1,us-west-1,560,1.0,560
3,52,b,c,us-east-1,us-west-1,-1,1.0,-1
4,52,a,b,us-east-1,us-east-1,-1,1.0,-1
5,52,b,c,us-west-1,us-west-1,-1,1.0,-1
6,52,a,b,us-west-1,us-west-1,-1,1.0,-1
0,53,frontend,a,us-east-1,us-east-1,600,0.9787928221859706,613
1,53,frontend,a,us-east-1,us-west-1,13,0.021207177814029365,613
2,53,frontend,a,us-west-1,us-west-1,580,1.0,580
3,53,b,c,us-east-1,us-west-1,-1,1.0,-1
4,53,a,b,us-east-1,us-east-1,-1,1.0,-1
5,53,b,c,us-west-1,us-west-1,-1,1.0,-1
6,53,a,b,us-west-1,us-west-1,-1,1.0,-1
0,54,frontend,a,us-east-1,us-east-1,609,1.0,609
1,54,frontend,a,us-west-1,us-west-1,595,1.0,595
2,54,b,c,us-east-1,us-west-1,-1,1.0,-1
3,54,a,b,us-east-1,us-east-1,-1,1.0,-1
4,54,b,c,us-west-1,us-west-1,-1,1.0,-1
5,54,a,b,us-west-1,us-west-1,-1,1.0,-1
0,55,frontend,a,us-east-1,us-east-1,492,1.0,492
1,55,frontend,a,us-west-1,us-west-1,385,1.0,385
2,55,b,c,us-east-1,us-west-1,-1,1.0,-1
3,55,a,b,us-east-1,us-east-1,-1,1.0,-1
4,55,b,c,us-west-1,us-west-1,-1,1.0,-1
5,55,a,b,us-west-1,us-west-1,-1,1.0,-1
0,56,frontend,a,us-east-1,us-east-1,612,1.0,612
1,56,frontend,a,us-west-1,us-west-1,376,1.0,376
2,56,b,c,us-east-1,us-west-1,-1,1.0,-1
3,56,a,b,us-east-1,us-east-1,-1,1.0,-1
4,56,b,c,us-west-1,us-west-1,-1,1.0,-1
5,56,a,b,us-west-1,us-west-1,-1,1.0,-1
0,57,frontend,a,us-east-1,us-east-1,600,0.9478672985781991,633
1,57,frontend,a,us-east-1,us-west-1,33,0.052132701421800945,633
2,57,frontend,a,us-west-1,us-west-1,216,1.0,216
3,57,b,c,us-east-1,us-west-1,-1,1.0,-1
4,57,a,b,us-east-1,us-east-1,-1,1.0,-1
5,57,b,c,us-west-1,us-west-1,-1,1.0,-1
6,57,a,b,us-west-1,us-west-1,-1,1.0,-1
0,58,frontend,a,us-east-1,us-east-1,566,1.0,566
1,58,frontend,a,us-west-1,us-west-1,600,0.9538950715421304,629
2,58,frontend,a,us-west-1,us-east-1,29,0.046104928457869634,629
3,58,b,c,us-east-1,us-west-1,-1,1.0,-1
4,58,a,b,us-east-1,us-east-1,-1,1.0,-1
5,58,b,c,us-west-1,us-west-1,-1,1.0,-1
6,58,a,b,us-west-1,us-west-1,-1,1.0,-1
0,59,frontend,a,us-east-1,us-east-1,561,1.0,561
1,59,frontend,a,us-west-1,us-west-1,47,1.0,47
2,59,b,c,us-east-1,us-west-1,-1,1.0,-1
3,59,a,b,us-east-1,us-east-1,-1,1.0,-1
4,59,b,c,us-west-1,us-west-1,-1,1.0,-1
5,59,a,b,us-west-1,us-west-1,-1,1.0,-1
